SOFTABS Experiment
/data/homezvol0/dailinh/HD-MANN/data_generator.py:63: FutureWarning: arrays to stack must be passed as a "sequence" type such as list or tuple. Support for non-sequence iterables such as generators is deprecated as of NumPy 1.16 and will raise an error in the future.
  query_labels = np.vstack(query_labels)
train loss = 0.7243273258209229
val acc = 0.69015625
train loss = 0.7382966876029968
val acc = 0.67253125
train loss = 0.7332561016082764
val acc = 0.6774375
train loss = 0.7217392921447754
val acc = 0.67971875
train loss = 0.7325556874275208
val acc = 0.68484375
train loss = 0.7265788316726685
val acc = 0.68303125
train loss = 0.7409583926200867
val acc = 0.68990625
train loss = 0.7340653538703918
val acc = 0.69765625
train loss = 0.7318377494812012
val acc = 0.69321875
train loss = 0.7292895317077637
val acc = 0.688
train loss = 0.7326478362083435
val acc = 0.69353125
train loss = 0.7284294366836548
val acc = 0.70065625
train loss = 0.7331051230430603
val acc = 0.69534375
train loss = 0.7267608046531677
val acc = 0.70134375
train loss = 0.7347851991653442
val acc = 0.69565625
train loss = 0.7343840003013611
val acc = 0.69203125
train loss = 0.7429110407829285
val acc = 0.6970625
train loss = 0.7268290519714355
val acc = 0.692375
train loss = 0.7208077311515808
val acc = 0.69084375
train loss = 0.7275568246841431
val acc = 0.7080625
train loss = 0.7303617596626282
val acc = 0.689125
train loss = 0.7229027152061462
val acc = 0.7058125
train loss = 0.7264891862869263
val acc = 0.70928125
train loss = 0.7279849052429199
val acc = 0.704375
train loss = 0.7340947985649109
val acc = 0.70165625
train loss = 0.7287501692771912
val acc = 0.69990625
train loss = 0.7287569046020508
val acc = 0.7048125
train loss = 0.7295181155204773
val acc = 0.68740625
train loss = 0.7458257079124451
val acc = 0.70603125
train loss = 0.7298648953437805
val acc = 0.7100625
train loss = 0.7318406701087952
val acc = 0.70534375
train loss = 0.7362791299819946
val acc = 0.70853125
train loss = 0.7295110821723938
val acc = 0.71309375
train loss = 0.7331779599189758
val acc = 0.7085625
train loss = 0.7402554750442505
val acc = 0.70959375
train loss = 0.7324294447898865
val acc = 0.71121875
train loss = 0.7361134886741638
val acc = 0.7035625
train loss = 0.7322388291358948
val acc = 0.71721875
train loss = 0.7319396138191223
val acc = 0.71515625
train loss = 0.7293753623962402
val acc = 0.7081875
